VD;VD_AP;VD_0S;VD_HAP;VD_0AP;VD_HS;CONT.PREC;OCORRENCIA;CONT.SEGUINTE;ITEM.LEXICAL;TRANSC.FONOLOGICA;CONT.FON.PREC;CFP_abertura;CFP_anterioridade;CFP_tracoposicao1;CFP_tracoposicao2;CONT.FON.SEG;CFS_pontoc;CFS_sonor;TONICIDADE;POSICAO.S;CLASSE.MORFOLOGICA;CLASSE.MORFOLOGICA2;CLASSE.MORFOLOGICA3;MORFEMA.PLURAL;MORFEMA.PLURAL2;MUDANCA.SENTIDO;ESTILO;ARQUIVO;ANO.ENTREVISTA;LOCALIZACAO;PERFIL;ESTADO;PARTICIPANTE;SEXO;IDADE;FAIXA.ETARIA;ESCOLARIDADE;ESCOLARIDADE2;OCUPACAO;INDICE.SOCIO;CLASSE.SOCIAL;CLASSE.SOCIAL.BC;CLASSE.SOCIAL.BCC;IDADE.MIGRACAO;IDADE.MIGRACAO2;TEMPO.SP;TEMPO.SP2;PROP.VIDA.SP;PROP.VIDA.SP2;CID.ORIGEM;CID.RESIDENCIA;MOTIVO;AMIGOS;VIZINHOS;COLEGAS.ESTADO;COLEGAS.NE;COMIDA;MUSICA;CONVERSA;VOLTA;ONDE.MORARIA;ESTADUALIDADE;PAULISTIDADE;NORDESTINIDADE;DIF.SP;DIF.NE;DIF.FALAR;IMOVEL;PROPRIEDADE;NQUARTOS;NBANHEIROS;NPESSOAS;NRENDA;RENDA.IND;RENDA.FAM;ESCOLA.PAI;OCUPACAO.PAI;ESCOLA.MAE;OCUPACAO.MAE;QUALIDADE.GRAV;NATURALIDADE.GRAV;PONTUACAO;DOCUMENTADOR;DURACAO;INDICE.REDE.EST;INDICE.REDE.NE;INDICE.HABITOS
H;NA;S;H;NA;H;| S só pra minha cidade;mesmo <H>;| D1 entendi | D1;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA-_ValentinaM;2018;00:26:12.133;FA-;PB;ValentinaM;feminino;19;1a;medio;medio.superior;Dona de casa;1,5;E;baixa;baixa;15;19-;5;9-;26;de1a2quartos;João Pessoa;Campinas;familia;maioria;nao;NA;NA;1xmes;sempre;todo.dia;1xano;SP;10;5;0;10;7;10;casa;alugado;1;1;5;1;1SM;1SM;NC;NC;NC;NC;2-ruidoalto;3;81;Marina Russo;00h41min55seg;4;6;8
0;NA;0;NA;0;S;de que estado? | S daqui;mesmo <0>;| D1 ela é daqui;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA-_ValentinaM;2018;00:26:19.007;FA-;PB;ValentinaM;feminino;19;1a;medio;medio.superior;Dona de casa;1,5;E;baixa;baixa;15;19-;5;9-;26;de1a2quartos;João Pessoa;Campinas;familia;maioria;nao;NA;NA;1xmes;sempre;todo.dia;1xano;SP;10;5;0;10;7;10;casa;alugado;1;1;5;1;1SM;1SM;NC;NC;NC;NC;2-ruidoalto;3;81;Marina Russo;00h41min55seg;4;6;8
A;A;S;AP;AP;S;<A> pra morar? | S aqui;mesmo <A>;| D1 aqui mesmo? |;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA-_ValentinaM;2018;00:26:19.007;FA-;PB;ValentinaM;feminino;19;1a;medio;medio.superior;Dona de casa;1,5;E;baixa;baixa;15;19-;5;9-;26;de1a2quartos;João Pessoa;Campinas;familia;maioria;nao;NA;NA;1xmes;sempre;todo.dia;1xano;SP;10;5;0;10;7;10;casa;alugado;1;1;5;1;1SM;1SM;NC;NC;NC;NC;2-ruidoalto;3;81;Marina Russo;00h41min55seg;4;6;8
A;A;S;AP;AP;S;eu acho que deve ser (meu);mesmo <A>;| S até porque eu;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA-_ValentinaM;2018;00:26:30.302;FA-;PB;ValentinaM;feminino;19;1a;medio;medio.superior;Dona de casa;1,5;E;baixa;baixa;15;19-;5;9-;26;de1a2quartos;João Pessoa;Campinas;familia;maioria;nao;NA;NA;1xmes;sempre;todo.dia;1xano;SP;10;5;0;10;7;10;casa;alugado;1;1;5;1;1SM;1SM;NC;NC;NC;NC;2-ruidoalto;3;81;Marina Russo;00h41min55seg;4;6;8
A;A;S;AP;AP;S;né | D1 uhum | S;mesmo <A>;quando eu trabalhava fora quando;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:26:36.459;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;lá lá dos <A> pais <A>;mesmo <A>;| S é | D1;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:27:07.449;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;| S a que eu amigo;mesmo <A>;uma amizade pra valer ela;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:27:18.672;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;lá só os <A> primos <A>;mesmo <A>;| D1 uhum | S;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:27:39.954;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;S não | S a hidro;mesmo <A>;parou agora final de ano;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:27:39.954;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;assim mais <A> no meu mundo;mesmo <A>;| S tem gente que;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:27:47.603;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;o que você quer enquanto lá;mesmo <A>;eles <A> sendo trabalhadores <A>;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:27:55.867;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;não tem gente que que lá;mesmo <A>;onde eu trabalho fala assim;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:28:08.816;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;José | S até no centro;mesmo <A>;também tem alguns <A> tudo;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:28:18.947;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;| S agitado né bem arretado;mesmo <A>;| S teve uma meni/;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_PenelopeM;2018;00:28:18.947;FA+;PB;PenelopeM;feminino;25;1a;superior;medio.superior;Trabalha no RH de uma empresa;3,19;B2;media;media;10;19-;15;10+;60;maismetade;Juazeirinho;Paulinia;familia;nenhum;nao;nao;alguns;1xsemana;as.vezes;1xmes;nunca;outro;8;0;8;10;7;5;casa;alugado;2;1;2;2;2a4SM;2a4SM;NC;NC;medio;Diarista;5-ruidopouco;4;89;Fernanda Guirelli;00h37min57seg;4;5;4
A;A;S;AP;AP;S;já | S é porque eu;mesmo <A>;sei que eu não |;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_PenelopeM;2018;00:28:31.260;FA+;PB;PenelopeM;feminino;25;1a;superior;medio.superior;Trabalha no RH de uma empresa;3,19;B2;media;media;10;19-;15;10+;60;maismetade;Juazeirinho;Paulinia;familia;nenhum;nao;nao;alguns;1xsemana;as.vezes;1xmes;nunca;outro;8;0;8;10;7;5;casa;alugado;2;1;2;2;2a4SM;2a4SM;NC;NC;medio;Diarista;5-ruidopouco;4;89;Fernanda Guirelli;00h37min57seg;4;5;4
A;A;S;AP;AP;S;| S mais <A> o erre;mesmo <A>;| D1 seria o erre;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_PenelopeM;2018;00:28:32.779;FA+;PB;PenelopeM;feminino;25;1a;superior;medio.superior;Trabalha no RH de uma empresa;3,19;B2;media;media;10;19-;15;10+;60;maismetade;Juazeirinho;Paulinia;familia;nenhum;nao;nao;alguns;1xsemana;as.vezes;1xmes;nunca;outro;8;0;8;10;7;5;casa;alugado;2;1;2;2;2a4SM;2a4SM;NC;NC;medio;Diarista;5-ruidopouco;4;89;Fernanda Guirelli;00h37min57seg;4;5;4
A;A;S;AP;AP;S;| S foi criando junto no;mesmo <A>;lugar lá onde a gente;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:28:32.779;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;vontade | S lá é praia;mesmo <A>;| D1 é? | S;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:28:49.455;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;agora eu fui adulta pra lá;mesmo <A>;| S é que eles;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:05.646;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;está boa | S está <E>;mesmo <A>;| D1 e assim o;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:05.646;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;é | S aumentou muito muito;mesmo <A>;e onde aumenta | D1;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:08.296;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;bem mais <A> bem mais <A>;mesmo <A>;| D1 uhum | S;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:10.801;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;pessoa jogar na tua cara ou;mesmo <A>;na forma de falar de;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:10.801;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;várias <A> vezes <A> | S;mesmo <A>;depois <A> de adulta |;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:28.594;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;Piauí falar | S é o;mesmo <A>;sotaque nordestino <P> mas <A>;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:49.151;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;D1 uhum | S come bem;mesmo <A>;| S e você paga;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:29:57.218;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;| S (comida) boa | S;(mesmo) <A>;| S não estou <E>;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:30:22.889;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;na cara de onde eu sou;mesmo <A>;já esculacho <A> já |;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:30:52.308;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
P;P;S;AP;AP;S;posso dizer para você? do Rio;mesmo <P>;é no Rio mesmo <P>;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:31:01.413;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
P;P;S;AP;AP;S;Rio mesmo <P> é no Rio;mesmo <P>;| S eh | S;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:31:05.895;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;S e | S no Rio;mesmo <A>;sabe? | S aqueles <A>;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:31:05.895;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
P;P;S;AP;AP;S;mais <A> turístico <P> do Rio;mesmo <P>;sabe? | D1 ah sim;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:31:05.895;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
P;P;S;AP;AP;S;<A> do | S do capital;mesmo <P>;daqui né? | S porque;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:31:05.895;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;pessoa na passagem de ônibus <0>;mesmo <A>;se tu faltar vinte centavos;mesmo;'me$-mo;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;tonica;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:31:48.157;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
